======================================================================
CONTEO DE FRECUENCIA DE PALABRAS
======================================================================
Total de palabras: 5000
Palabras únicas: 3750
======================================================================
PALABRA                        FRECUENCIA      PORCENTAJE     
turkish                        2                 0.04%
turn                           2                 0.04%
turtle                         2                 0.04%
twenty                         2                 0.04%
twins                          2                 0.04%
twisted                        2                 0.04%
uganda                         2                 0.04%
ugly                           2                 0.04%
ultimately                     2                 0.04%
une                            2                 0.04%
unfortunately                  2                 0.04%
unique                         2                 0.04%
unlock                         2                 0.04%
uploaded                       2                 0.04%
upset                          2                 0.04%
upskirts                       2                 0.04%
urban                          2                 0.04%
usa                            2                 0.04%
usda                           2                 0.04%
usr                            2                 0.04%
uv                             2                 0.04%
uzbekistan                     2                 0.04%
valium                         2                 0.04%
valued                         2                 0.04%
van                            2                 0.04%
variance                       2                 0.04%
varied                         2                 0.04%
ve                             2                 0.04%
veteran                        2                 0.04%
vibrator                       2                 0.04%
victims                        2                 0.04%
view                           2                 0.04%
views                          2                 0.04%
vincent                        2                 0.04%
viral                          2                 0.04%
virgin                         2                 0.04%
visibility                     2                 0.04%
visitor                        2                 0.04%
vitamin                        2                 0.04%
volume                         2                 0.04%
wait                           2                 0.04%
wal                            2                 0.04%
walking                        2                 0.04%
want                           2                 0.04%
ward                           2                 0.04%
warren                         2                 0.04%
watches                        2                 0.04%
waterproof                     2                 0.04%
weapon                         2                 0.04%
weblogs                        2                 0.04%
wet                            2                 0.04%
whereas                        2                 0.04%
whole                          2                 0.04%
widely                         2                 0.04%
willing                        2                 0.04%
witch                          2                 0.04%
within                         2                 0.04%
witness                        2                 0.04%
witnesses                      2                 0.04%
wm                             2                 0.04%
wordpress                      2                 0.04%
worked                         2                 0.04%
workshop                       2                 0.04%
world                          2                 0.04%
wrote                          2                 0.04%
x                              2                 0.04%
xml                            2                 0.04%
yesterday                      2                 0.04%
yield                          2                 0.04%
yo                             2                 0.04%
yr                             2                 0.04%
zdnet                          2                 0.04%
acquired                       1                 0.02%
adjust                         1                 0.02%
advantage                      1                 0.02%
affairs                        1                 0.02%
afterwards                     1                 0.02%
agenda                         1                 0.02%
aim                            1                 0.02%
albums                         1                 0.02%
allowed                        1                 0.02%
americans                      1                 0.02%
amsterdam                      1                 0.02%
andy                           1                 0.02%
anthropology                   1                 0.02%
antique                        1                 0.02%
anybody                        1                 0.02%
anytime                        1                 0.02%
anywhere                       1                 0.02%
appearing                      1                 0.02%
applied                        1                 0.02%
argue                          1                 0.02%
arise                          1                 0.02%
arkansas                       1                 0.02%
asin                           1                 0.02%
assurance                      1                 0.02%
astrology                      1                 0.02%
attach                         1                 0.02%
attendance                     1                 0.02%
attraction                     1                 0.02%
auckland                       1                 0.02%
authors                        1                 0.02%
availability                   1                 0.02%
ave                            1                 0.02%
bag                            1                 0.02%
bags                           1                 0.02%
bahamas                        1                 0.02%
balance                        1                 0.02%
baptist                        1                 0.02%
barbados                       1                 0.02%
barcelona                      1                 0.02%
basically                      1                 0.02%
baskets                        1                 0.02%
becomes                        1                 0.02%
began                          1                 0.02%
beings                         1                 0.02%
believes                       1                 0.02%
belle                          1                 0.02%
belly                          1                 0.02%
bernard                        1                 0.02%
biggest                        1                 0.02%
biographies                    1                 0.02%
birthday                       1                 0.02%
bits                           1                 0.02%
blanket                        1                 0.02%
blend                          1                 0.02%
blink                          1                 0.02%
block                          1                 0.02%
blood                          1                 0.02%
blues                          1                 0.02%
bluetooth                      1                 0.02%
blvd                           1                 0.02%
bob                            1                 0.02%
boc                            1                 0.02%
bonus                          1                 0.02%
bookmark                       1                 0.02%
bottle                         1                 0.02%
boulevard                      1                 0.02%
bound                          1                 0.02%
bouquet                        1                 0.02%
brake                          1                 0.02%
brave                          1                 0.02%
breakfast                      1                 0.02%
breathing                      1                 0.02%
brian                          1                 0.02%
briefs                         1                 0.02%
bringing                       1                 0.02%
broadcasting                   1                 0.02%
brochures                      1                 0.02%
broken                         1                 0.02%
broker                         1                 0.02%
bruce                          1                 0.02%
bubble                         1                 0.02%
bunch                          1                 0.02%
bunny                          1                 0.02%
burner                         1                 0.02%
busty                          1                 0.02%
buyer                          1                 0.02%
calibration                    1                 0.02%
cam                            1                 0.02%
cambodia                       1                 0.02%
cambridge                      1                 0.02%
camcorder                      1                 0.02%
campus                         1                 0.02%
canal                          1                 0.02%
cancellation                   1                 0.02%
capitol                        1                 0.02%
caps                           1                 0.02%
carb                           1                 0.02%
carlos                         1                 0.02%
carnival                       1                 0.02%
carter                         1                 0.02%
cartoons                       1                 0.02%
casa                           1                 0.02%
catalog                        1                 0.02%
catalyst                       1                 0.02%
cave                           1                 0.02%
ce                             1                 0.02%
ceremony                       1                 0.02%
cet                            1                 0.02%
challenging                    1                 0.02%
chambers                       1                 0.02%
changed                        1                 0.02%
chaos                          1                 0.02%
chapter                        1                 0.02%
characterization               1                 0.02%
charging                       1                 0.02%
charlotte                      1                 0.02%
charter                        1                 0.02%
chen                           1                 0.02%
chess                          1                 0.02%
chester                        1                 0.02%
choir                          1                 0.02%
chose                          1                 0.02%
christian                      1                 0.02%
chronicle                      1                 0.02%
church                         1                 0.02%
cigarette                      1                 0.02%
cigarettes                     1                 0.02%
circle                         1                 0.02%
circles                        1                 0.02%
citizens                       1                 0.02%
civilization                   1                 0.02%
classification                 1                 0.02%
classroom                      1                 0.02%
clause                         1                 0.02%
clay                           1                 0.02%
cleaning                       1                 0.02%
clearance                      1                 0.02%
clearing                       1                 0.02%
clinic                         1                 0.02%
clips                          1                 0.02%
close                          1                 0.02%
closest                        1                 0.02%
closure                        1                 0.02%
cloudy                         1                 0.02%
clubs                          1                 0.02%
cms                            1                 0.02%
coalition                      1                 0.02%
coat                           1                 0.02%
coating                        1                 0.02%
cole                           1                 0.02%
collectibles                   1                 0.02%
collective                     1                 0.02%
collectors                     1                 0.02%
cologne                        1                 0.02%
colonial                       1                 0.02%
colorado                       1                 0.02%
column                         1                 0.02%
com                            1                 0.02%
combines                       1                 0.02%
commented                      1                 0.02%
commissioners                  1                 0.02%
comp                           1                 0.02%
compatibility                  1                 0.02%
competing                      1                 0.02%
competitors                    1                 0.02%
completed                      1                 0.02%
compliance                     1                 0.02%
composite                      1                 0.02%
compute                        1                 0.02%
computed                       1                 0.02%
concentrations                 1                 0.02%
conceptual                     1                 0.02%
concerning                     1                 0.02%
conclusions                    1                 0.02%
condition                      1                 0.02%
condo                          1                 0.02%
conferences                    1                 0.02%
config                         1                 0.02%
configuring                    1                 0.02%
confirmed                      1                 0.02%
confused                       1                 0.02%
connecticut                    1                 0.02%
consequence                    1                 0.02%
consequences                   1                 0.02%
conservative                   1                 0.02%
considerable                   1                 0.02%
considering                    1                 0.02%
consist                        1                 0.02%
consolidation                  1                 0.02%
constant                       1                 0.02%
construct                      1                 0.02%
construction                   1                 0.02%
consultant                     1                 0.02%
contained                      1                 0.02%
contents                       1                 0.02%
continental                    1                 0.02%
continually                    1                 0.02%
continuous                     1                 0.02%
continuously                   1                 0.02%
contractor                     1                 0.02%
contrast                       1                 0.02%
contribute                     1                 0.02%
convenience                    1                 0.02%
converted                      1                 0.02%
cook                           1                 0.02%
cookbook                       1                 0.02%
cooked                         1                 0.02%
cooperative                    1                 0.02%
coordinate                     1                 0.02%
coordination                   1                 0.02%
cope                           1                 0.02%
copy                           1                 0.02%
corps                          1                 0.02%
corrections                    1                 0.02%
correspondence                 1                 0.02%
cosmetic                       1                 0.02%
cost                           1                 0.02%
council                        1                 0.02%
counsel                        1                 0.02%
countries                      1                 0.02%
coupons                        1                 0.02%
cover                          1                 0.02%
cow                            1                 0.02%
cox                            1                 0.02%
crack                          1                 0.02%
crap                           1                 0.02%
craps                          1                 0.02%
crawford                       1                 0.02%
created                        1                 0.02%
creation                       1                 0.02%
criterion                      1                 0.02%
criticism                      1                 0.02%
critics                        1                 0.02%
cubic                          1                 0.02%
cuisine                        1                 0.02%
curriculum                     1                 0.02%
cursor                         1                 0.02%
customers                      1                 0.02%
customise                      1                 0.02%
cv                             1                 0.02%
cyber                          1                 0.02%
da                             1                 0.02%
dakota                         1                 0.02%
damages                        1                 0.02%
dangerous                      1                 0.02%
dans                           1                 0.02%
darwin                         1                 0.02%
databases                      1                 0.02%
dave                           1                 0.02%
davis                          1                 0.02%
de                             1                 0.02%
dead                           1                 0.02%
dealt                          1                 0.02%
dear                           1                 0.02%
deaths                         1                 0.02%
debate                         1                 0.02%
debian                         1                 0.02%
deborah                        1                 0.02%
dec                            1                 0.02%
decimal                        1                 0.02%
decrease                       1                 0.02%
deer                           1                 0.02%
def                            1                 0.02%
defendant                      1                 0.02%
define                         1                 0.02%
definitions                    1                 0.02%
degree                         1                 0.02%
del                            1                 0.02%
deleted                        1                 0.02%
delicious                      1                 0.02%
deliver                        1                 0.02%
deluxe                         1                 0.02%
dem                            1                 0.02%
demands                        1                 0.02%
demographic                    1                 0.02%
denver                         1                 0.02%
departmental                   1                 0.02%
depend                         1                 0.02%
depending                      1                 0.02%
depression                     1                 0.02%
dept                           1                 0.02%
der                            1                 0.02%
derby                          1                 0.02%
desire                         1                 0.02%
desired                        1                 0.02%
desktops                       1                 0.02%
desperate                      1                 0.02%
details                        1                 0.02%
detective                      1                 0.02%
detroit                        1                 0.02%
dev                            1                 0.02%
develop                        1                 0.02%
developer                      1                 0.02%
di                             1                 0.02%
diane                          1                 0.02%
dicks                          1                 0.02%
dictionary                     1                 0.02%
diff                           1                 0.02%
difference                     1                 0.02%
differential                   1                 0.02%
digit                          1                 0.02%
directive                      1                 0.02%
directories                    1                 0.02%
directory                      1                 0.02%
dirty                          1                 0.02%
disciplines                    1                 0.02%
disclosure                     1                 0.02%
discovery                      1                 0.02%
discs                          1                 0.02%
disks                          1                 0.02%
disney                         1                 0.02%
display                        1                 0.02%
displaying                     1                 0.02%
disposal                       1                 0.02%
disposition                    1                 0.02%
disputes                       1                 0.02%
distant                        1                 0.02%
distinction                    1                 0.02%
distributor                    1                 0.02%
divorce                        1                 0.02%
diy                            1                 0.02%
dm                             1                 0.02%
dna                            1                 0.02%
dns                            1                 0.02%
do                             1                 0.02%
dock                           1                 0.02%
doctor                         1                 0.02%
doctors                        1                 0.02%
doe                            1                 0.02%
dog                            1                 0.02%
doing                          1                 0.02%
dollars                        1                 0.02%
domains                        1                 0.02%
dome                           1                 0.02%
domestic                       1                 0.02%
dominican                      1                 0.02%
donate                         1                 0.02%
donna                          1                 0.02%
doom                           1                 0.02%
door                           1                 0.02%
dosage                         1                 0.02%
doug                           1                 0.02%
dp                             1                 0.02%
dr                             1                 0.02%
dramatically                   1                 0.02%
draw                           1                 0.02%
dresses                        1                 0.02%
drivers                        1                 0.02%
drum                           1                 0.02%
drunk                          1                 0.02%
du                             1                 0.02%
duck                           1                 0.02%
duke                           1                 0.02%
duration                       1                 0.02%
duties                         1                 0.02%
dx                             1                 0.02%
dynamic                        1                 0.02%
dynamics                       1                 0.02%
earned                         1                 0.02%
earnings                       1                 0.02%
ears                           1                 0.02%
ec                             1                 0.02%
economies                      1                 0.02%
economy                        1                 0.02%
eddie                          1                 0.02%
editions                       1                 0.02%
editorials                     1                 0.02%
editors                        1                 0.02%
edt                            1                 0.02%
educational                    1                 0.02%
effective                      1                 0.02%
efficient                      1                 0.02%
efforts                        1                 0.02%
egypt                          1                 0.02%
eh                             1                 0.02%
elected                        1                 0.02%
election                       1                 0.02%
electrical                     1                 0.02%
elegant                        1                 0.02%
elements                       1                 0.02%
eligible                       1                 0.02%
elizabeth                      1                 0.02%
elvis                          1                 0.02%
emails                         1                 0.02%
embedded                       1                 0.02%
emerald                        1                 0.02%
emily                          1                 0.02%
emotions                       1                 0.02%
emperor                        1                 0.02%
employment                     1                 0.02%
enable                         1                 0.02%
enabled                        1                 0.02%
enclosure                      1                 0.02%
encounter                      1                 0.02%
encourages                     1                 0.02%
encouraging                    1                 0.02%
endless                        1                 0.02%
engaged                        1                 0.02%
enhancements                   1                 0.02%
enlargement                    1                 0.02%
ensure                         1                 0.02%
enter                          1                 0.02%
entering                       1                 0.02%
enterprise                     1                 0.02%
entity                         1                 0.02%
environmental                  1                 0.02%
eos                            1                 0.02%
episode                        1                 0.02%
episodes                       1                 0.02%
equity                         1                 0.02%
eric                           1                 0.02%
ericsson                       1                 0.02%
erik                           1                 0.02%
erotic                         1                 0.02%
erotica                        1                 0.02%
escorts                        1                 0.02%
essay                          1                 0.02%
essential                      1                 0.02%
est                            1                 0.02%
estimates                      1                 0.02%
estimation                     1                 0.02%
eternal                        1                 0.02%
eugene                         1                 0.02%
eur                            1                 0.02%
european                       1                 0.02%
evaluating                     1                 0.02%
evening                        1                 0.02%
events                         1                 0.02%
eventually                     1                 0.02%
ever                           1                 0.02%
evolution                      1                 0.02%
examinations                   1                 0.02%
examining                      1                 0.02%
exception                      1                 0.02%
exceptional                    1                 0.02%
exceptions                     1                 0.02%
excessive                      1                 0.02%
exchange                       1                 0.02%
exec                           1                 0.02%
execute                        1                 0.02%
execution                      1                 0.02%
executive                      1                 0.02%
exemption                      1                 0.02%
exercises                      1                 0.02%
exhibit                        1                 0.02%
exhibitions                    1                 0.02%
exit                           1                 0.02%
expansion                      1                 0.02%
expansys                       1                 0.02%
expectations                   1                 0.02%
expenditures                   1                 0.02%
expenses                       1                 0.02%
experiences                    1                 0.02%
expired                        1                 0.02%
exploration                    1                 0.02%
expo                           1                 0.02%
expressions                    1                 0.02%
ext                            1                 0.02%
extends                        1                 0.02%
extensive                      1                 0.02%
extent                         1                 0.02%
external                       1                 0.02%
extraordinary                  1                 0.02%
ez                             1                 0.02%
fa                             1                 0.02%
fabrics                        1                 0.02%
face                           1                 0.02%
faces                          1                 0.02%
facial                         1                 0.02%
factors                        1                 0.02%
factory                        1                 0.02%
facts                          1                 0.02%
failure                        1                 0.02%
fame                           1                 0.02%
families                       1                 0.02%
family                         1                 0.02%
famous                         1                 0.02%
fans                           1                 0.02%
fantastic                      1                 0.02%
faq                            1                 0.02%
faqs                           1                 0.02%
far                            1                 0.02%
fares                          1                 0.02%
farm                           1                 0.02%
farmers                        1                 0.02%
farms                          1                 0.02%
fast                           1                 0.02%
faster                         1                 0.02%
father                         1                 0.02%
fathers                        1                 0.02%
favorites                      1                 0.02%
favour                         1                 0.02%
fcc                            1                 0.02%
fd                             1                 0.02%
fear                           1                 0.02%
featured                       1                 0.02%
federation                     1                 0.02%
feedback                       1                 0.02%
feeding                        1                 0.02%
feel                           1                 0.02%
fees                           1                 0.02%
female                         1                 0.02%
fence                          1                 0.02%
ferry                          1                 0.02%
festival                       1                 0.02%
fetish                         1                 0.02%
few                            1                 0.02%
fibre                          1                 0.02%
fifty                          1                 0.02%
fight                          1                 0.02%
figure                         1                 0.02%
fiji                           1                 0.02%
filing                         1                 0.02%
filme                          1                 0.02%
filters                        1                 0.02%
fin                            1                 0.02%
finally                        1                 0.02%
finals                         1                 0.02%
finances                       1                 0.02%
find                           1                 0.02%
finder                         1                 0.02%
findlaw                        1                 0.02%
finger                         1                 0.02%
finish                         1                 0.02%
finished                       1                 0.02%
firmware                       1                 0.02%
fiscal                         1                 0.02%
fisher                         1                 0.02%
fishing                        1                 0.02%
fist                           1                 0.02%
fit                            1                 0.02%
fitting                        1                 0.02%
fix                            1                 0.02%
fixed                          1                 0.02%
fixes                          1                 0.02%
fixtures                       1                 0.02%
flash                          1                 0.02%
flashers                       1                 0.02%
flashing                       1                 0.02%
flexible                       1                 0.02%
flickr                         1                 0.02%
flip                           1                 0.02%
floral                         1                 0.02%
florida                        1                 0.02%
florists                       1                 0.02%
flower                         1                 0.02%
flu                            1                 0.02%
focus                          1                 0.02%
focused                        1                 0.02%
focuses                        1                 0.02%
focusing                       1                 0.02%
following                      1                 0.02%
font                           1                 0.02%
fonts                          1                 0.02%
food                           1                 0.02%
force                          1                 0.02%
forecast                       1                 0.02%
forecasts                      1                 0.02%
forest                         1                 0.02%
forests                        1                 0.02%
forever                        1                 0.02%
forget                         1                 0.02%
fork                           1                 0.02%
formatting                     1                 0.02%
former                         1                 0.02%
fortune                        1                 0.02%
forty                          1                 0.02%
foundation                     1                 0.02%
foundations                    1                 0.02%
framed                         1                 0.02%
framing                        1                 0.02%
francisco                      1                 0.02%
frankfurt                      1                 0.02%
franklin                       1                 0.02%
frederick                      1                 0.02%
free                           1                 0.02%
freight                        1                 0.02%
frequent                       1                 0.02%
fresh                          1                 0.02%
fri                            1                 0.02%
frontier                       1                 0.02%
fruits                         1                 0.02%
ftp                            1                 0.02%
fun                            1                 0.02%
fundamental                    1                 0.02%
funded                         1                 0.02%
funky                          1                 0.02%
fur                            1                 0.02%
furnished                      1                 0.02%
furthermore                    1                 0.02%
future                         1                 0.02%
futures                        1                 0.02%
fw                             1                 0.02%
fy                             1                 0.02%
gage                           1                 0.02%
gain                           1                 0.02%
gale                           1                 0.02%
gambling                       1                 0.02%
gang                           1                 0.02%
garage                         1                 0.02%
gardening                      1                 0.02%
garmin                         1                 0.02%
gary                           1                 0.02%
gay                            1                 0.02%
gdp                            1                 0.02%
gel                            1                 0.02%
genealogy                      1                 0.02%
generally                      1                 0.02%
generators                     1                 0.02%
generous                       1                 0.02%
genes                          1                 0.02%
genres                         1                 0.02%
gentleman                      1                 0.02%
gently                         1                 0.02%
genuine                        1                 0.02%
george                         1                 0.02%
german                         1                 0.02%
get                            1                 0.02%
ghz                            1                 0.02%
gifts                          1                 0.02%
girlfriend                     1                 0.02%
girls                          1                 0.02%
glad                           1                 0.02%
glenn                          1                 0.02%
global                         1                 0.02%
glossary                       1                 0.02%
gm                             1                 0.02%
goals                          1                 0.02%
goes                           1                 0.02%
gordon                         1                 0.02%
gore                           1                 0.02%
gospel                         1                 0.02%
goto                           1                 0.02%
gotta                          1                 0.02%
gourmet                        1                 0.02%
gov                            1                 0.02%
government                     1                 0.02%
govt                           1                 0.02%
grab                           1                 0.02%
grace                          1                 0.02%
grad                           1                 0.02%
grade                          1                 0.02%
grammar                        1                 0.02%
grants                         1                 0.02%
graphics                       1                 0.02%
gravity                        1                 0.02%
gray                           1                 0.02%
greater                        1                 0.02%
green                          1                 0.02%
greene                         1                 0.02%
greg                           1                 0.02%
gregory                        1                 0.02%
grenada                        1                 0.02%
grey                           1                 0.02%
grid                           1                 0.02%
grill                          1                 0.02%
grip                           1                 0.02%
gross                          1                 0.02%
grove                          1                 0.02%
guaranteed                     1                 0.02%
guardian                       1                 0.02%
guest                          1                 0.02%
guitar                         1                 0.02%
guru                           1                 0.02%
guy                            1                 0.02%
guys                           1                 0.02%
habitat                        1                 0.02%
hacker                         1                 0.02%
hair                           1                 0.02%
haiti                          1                 0.02%
halifax                        1                 0.02%
hall                           1                 0.02%
hamilton                       1                 0.02%
hammer                         1                 0.02%
hampshire                      1                 0.02%
hampton                        1                 0.02%
handjob                        1                 0.02%
handle                         1                 0.02%
handles                        1                 0.02%
hands                          1                 0.02%
hanging                        1                 0.02%
happened                       1                 0.02%
happening                      1                 0.02%
harassment                     1                 0.02%
hardcover                      1                 0.02%
harmful                        1                 0.02%
harmony                        1                 0.02%
harold                         1                 0.02%
harper                         1                 0.02%
harry                          1                 0.02%
harvey                         1                 0.02%
hats                           1                 0.02%
have                           1                 0.02%
hawaiian                       1                 0.02%
hawk                           1                 0.02%
hay                            1                 0.02%
hayes                          1                 0.02%
hc                             1                 0.02%
hd                             1                 0.02%
he                             1                 0.02%
headline                       1                 0.02%
hear                           1                 0.02%
hearings                       1                 0.02%
heart                          1                 0.02%
heated                         1                 0.02%
heather                        1                 0.02%
helena                         1                 0.02%
helicopter                     1                 0.02%
help                           1                 0.02%
helped                         1                 0.02%
helps                          1                 0.02%
henderson                      1                 0.02%
her                            1                 0.02%
herald                         1                 0.02%
herbal                         1                 0.02%
hey                            1                 0.02%
hh                             1                 0.02%
hide                           1                 0.02%
hierarchy                      1                 0.02%
high                           1                 0.02%
highway                        1                 0.02%
highways                       1                 0.02%
hiking                         1                 0.02%
hills                          1                 0.02%
hints                          1                 0.02%
hiring                         1                 0.02%
hispanic                       1                 0.02%
hist                           1                 0.02%
historic                       1                 0.02%
history                        1                 0.02%
hockey                         1                 0.02%
holdem                         1                 0.02%
holder                         1                 0.02%
holes                          1                 0.02%
holiday                        1                 0.02%
holidays                       1                 0.02%
hollywood                      1                 0.02%
holmes                         1                 0.02%
holy                           1                 0.02%
home                           1                 0.02%
homepage                       1                 0.02%
homes                          1                 0.02%
hometown                       1                 0.02%
honor                          1                 0.02%
hook                           1                 0.02%
hop                            1                 0.02%
hope                           1                 0.02%
